work_id,rank,title,writer,form_of_publishment,retrieved_date,platform,filter,synopsis_summary
W024,24,흑막 범고래 아기님,문시현,Still on (연재),2026. 04. 22,Kakaopage,Montly Ranking,"“안녕 아저씨!”

어느 날 내 앞에 웬 범고래 꼬맹이가 나타났다.

“교육기관이라는 거 어디 있는지 알아? 나 가야 해. 거기.”
“길, 한참은 잘못 들었는데.”

아무래도 이건 내 딸인 것 같은데.

“뭘 봐 아저씨? 한 입 줘?”

내가 아비인 줄 모르는 것 같다.

* * *

……라고 생각이나 하고 있겠지?

그렇게 생각한다면 오산이다 애비야!

내 이름은 칼립소. 
4회차 회귀자.

남들은 책에 빙의에서 잘만 꿀 빨며 살던데 내 인생은 망했다.

심지어 육아물에 빙의했는데!
3회차 내 인생은 몰살 엔딩이었다!

‘이 여주에 미친 남주 XX들아!’

그렇다.
어째서인지 나는 무엇을 하든 22살 생일을 못 넘기고 회귀한다.

그러나 용이 폭주해 멸망하던 3회차에서 우연히 발견했다.
용이 폭주하면 차원이 일그러진다는걸!

저걸 통해 내가 살던 집으로 돌아갈 수 있을까?

4회차, 다시 회귀했을 때, 나는 이 용님을 이용해 보기로 했다.
애비? 오빠들? 다 용을 만나기 위한 발판에 불과하다!

“기다려라, 용님아!”

[이제 그만 죽고 싶지만 반복 회귀로 미쳐 버려서 해맑은 여주 X 황실과 잘못된 계약으로 묶여 버린 용 대공 / 육아물 / 함께 살짝 돌아버린 여주의 가족들 / 약육강식이라고 들어봤냐? / 세 살 나이에 평정한 최강자 / 본인들은 해피한 가족 육아물]"
W025,25,이번 생은 가주가 되겠습니다,김로아,Not publishing (휴재),2026. 04. 22,Kakaopage,Montly Ranking,"제국에서 제일가는 부자 가문의 사생아로 환생한 피렌티아.
이대로 탄탄대로일 줄 알았건만.
아버지는 돌아가시고, 친척들에게 문전박대에, 잘나가던 가문마저 쫄딱 망해 버리기까지…….

그런데 이거 진짜인가?
술을 좀(많이) 마셨다가 마차에 치였는데,
다시 눈을 뜨니 일곱 살로 돌아왔다?

거기다 이전 생에 가문의 원수였던 찬바람 쌩쌩 불던 2황자가
대형견처럼 나를 쫄래쫄래 쫓아다닌다!

“나보단 티아 네가 더 예뻐.”
“……놀려 지금?”
“아니. 진심인데.”

좋아,  2황자도 가문도 다 내 거다!
이번 생은 내가 가주 하든가 해야지.


#회귀 #환생 #당찬녀 #똑똑녀
#일시적 역키잡 #끈 떨어진 아기 황자 #몇년 뒤에는 쑥쑥 커서 능력남
#초식계 미남 아빠 #팔불출 할아버지"
W026,26,잊혀진 들판,김수지,Still on (연재),2026. 04. 22,Kakaopage,Montly Ranking,"- 난 매일 기도해
이 사랑이 죽기를
오늘까지만 너를 사랑하고
내일은 이 사랑이 죽어 있기를 -

불륜으로 태어난 비운의 황녀, 탈리아 로엠 귀르타.

그녀는 무관심한 부모와 적대적인 이복형제들,
그리고 자신을 경멸하는 하인들 틈에서 일그러진 채 자란다.
다가오는 모든 이들에게 가시를 곤두세우는 것으로 스스로를 지켜 온 탈리아.
그런 그녀조차도 한 사람의 앞에서만큼은 무방비한 상태가 되고 만다.

그는 바로 동부의 귀공자, 바르카스 라에드고 시어칸.

황실의 가신이자 대공의 후계자로서 완벽함을 강요받아온 그는
학대에 가까운 훈육 속에서 대부분의 감정이 마비된 채 자라난다.
오로지 가문의 명예와 의무만을 위해 존재하는 남자.

그는 선황후(先皇后)와의 약속을 지키기 위해 탈리아의 이복언니 아일라와 혼약을 맺고,
절망에 휩싸인 탈리아는 서서히 망가져 간다.

그러나,
죽음이 예정된 그녀의 사랑은 예상치 못한 변곡점을 맞이하게 되는데...."
W027,27,이상한데 효과적인 악녀 생활,유나진,Completed (완결),2026. 04. 22,Kakaopage,Montly Ranking,"프렐라이 공작가의 골칫덩어리, 키아나. 

그녀는 악녀 생활을 접고 새사람으로 태어나려고 했다. 
어느 날 가문이 역모죄로 교수형을 당하기 전까진. 

'7년 전에 가출해서, 시골에서 연구만 하던 나까지 죽일 필요는 없잖아!' 

다시 없을 천재라며 가족처럼 지내자던 아카데미는 나를 배신하고, 
역모 또한 누군가에 의한 누명이라는 것을 깨달은 순간. 
의문의 힘으로 인해 1년 전으로 돌아왔다! 

""어쩔 수 없지. 이렇게 된 이상 똑똑하고 야무진 내가 공작가를 구하는 수밖에."" 

가문을 위해 해야 할 일은 두 가지.

“언젠가 나도 오빠한테 도움이 될 거니까?”
“할아버지한테 소중한 존재니까 구하려고 했죠.”

엉망진창 콩가루였던 가족들과의 관계 회복과,

“대외적으로 저랑 연애하는 척 좀 해 주세요.”

‘그 남자’와 손을 잡는 것.


아참, 그 전에. 

나는 강의 중에 학장의 머리 위로 물병을 쏟으며 말했다.

“이것이 중력입니다.”

상도덕 없는 아카데미 놈들한테 복수부터 하고."
W028,28,대학원생은 교수님을 암살하고 싶어,에시라,Still on (연재),2026. 04. 22,Kakaopage,Montly Ranking,"어느 날, 여신의 신탁이 내려왔다.
""외뿔의 마족이 훗날 마왕으로 군림하여 전 세계에 흩어져 있는 마족들을 통합하고, 그로 인해 수많은 땅이 갈라지게 될 것이니라.""
그 때문에 교황 직속 특임대 대원인 레오리나는 신탁 속의 마족을 암살하여 혼란을 예방하라는 임무를 받게 된다.
그런데 임무의 내용이…….

무려 타깃의 학생, 그것도 대학원생이 되어 암살할 기회를 노리라고요?!

졸지에 팔자에도 없던 대학원생이 된 레오리나는 타깃 칼라드니엘의 곁에서 대학원 생활을 하게 되는데.

""그런데 그건 왜 다듬고 있어?""
""네? 이거 다음 학부생 실습 때 써야 하니까 다듬어 놓으라고 하셨잖아요.""
""아, 그거. 수업 취소돼서 필요 없어졌는데. 내가 말 안 했던가?""
""……안, 하셨는데요.""
같이 지내면 지낼수록 죽이고 싶은 마음이 늘어만 간다.

'죽인다…… 이 새끼 반드시 내가 죽인다……!'

살의 가득한 대학원생의 교수 암살기!
지금부터 개봉 박……두……?"
W029,29,남주들과 외딴섬에 갇혀버렸다,김지아,Completed (완결),2026. 04. 22,Kakaopage,Montly Ranking,"소설 속 남주들과 외딴섬에 갇혀버렸다.
그것도 19금 피폐 소설에 나오는 남주들과 말이다.

하지만 내가 빙의한 마거릿이란 캐릭터는 여주를 시기하여 괴롭히다가 곧 남주들에게 죽을 운명.
그러니 살아남으려면 일단 남주들에게서 도망가야 하는데...

""마거...릿?""
남주 1의 손이 도망치려는 내 발목을 움켜쥐었다.
초장부터 내 계획은 망하고 말았다.

***

치가 떨릴 정도로 날 싫어하던 인간들이
섬에서 함께 지지고 볶는 동안 많이 변했다.

“내 옆에서 떨어지지 마, 위험하니까.”
“제발 널 돕게 해줘. 네가 어떻게 될까 봐 난 미쳐버리겠어.”
“나 좀 봐줘, 응? 나도 좀 봐주면 안 돼?”

여주에게 집착해야 할 미친놈들이 내게 집착하기 시작한 것이다.
나는 그저 무사히 살아남고 싶을 뿐인데.

게다가 이 기묘한 열대의 섬은 
우리가 미처 깨닫지 못한 깊은 비밀을 품고 있는 것 같다."
W030,30,사랑받는 언니 대신 괴물과 결혼했는데,마지노선,Still on (연재),2026. 04. 22,Kakaopage,Montly Ranking,"나는 죽은 언니가 가졌던 많은 것들을 물려받았다.
아끼던 드레스와 장신구, 방을 장식했던 태피스트리와 서적, 하녀들,
심지어는 약혼자까지.

그리고 죽은 줄만 알았던 언니가 살아 돌아온 날,
모든 건 당연하다는 듯이 원래 주인에게로 되돌아갔다.
사람의 심장을 산 채로 파먹는다던 언니의 약혼자, 괴물 대공만을 제외하고.

“나 대신 죽어줘, 이브. 그게 낫잖아. 네가 죽어도 슬퍼할 사람은…… 아무도 없으니까.”

내 인생 전체가 언니의 대역을 서기 위한 한 편의 사기극이었음을 알게 된 후,
나는 오로지 죽기 위해 괴물의 성으로 향했다.

“괴물 같은 생김새라고 들었는데요.”
“내 생에 추남이었던 적은 단 1분 1초도 없었어.”

분명 죽으려고 했는데…….

“그렇게 피워대시면 건강이 남아나질 않겠어요.”
“어, 나 불사신이라서 상관없어. 완전 대박이지?”
“……그런 말투는 대체 어디서 배워오신 거예요?”

……왜 이 주책 맞은 남자와 이상한 신혼을 즐기게 된 거지?"
W031,31,남주가 제 건강에 집착합니다,윤슬,Completed (완결),2026. 04. 22,Kakaopage,Montly Ranking,"엑스트라로 환생했다.
남주의 존재감 없는 소꿉친구, 소설 초반에 죽는 엑스트라.

시한부라 데드 플래그를 피할 수도 없어서 
그러려니 살고 있는데…….

“왜 안 건강해?”
“건강하란 말이야.”
“왜 또 아프고 그래? 허락받고 아프라고.”

남주가 내 건강 집착광공이 되었다.
아, 제발 남주 자식 좀 저리 치워 주세요!

*

분명 존재감 없는 엑스트라로 환생했는데
새 삶이 이상하게 굴러간다.

“왜 나한테 이렇게까지 하는 거야?”
“네가 좋으니까.”
갑자기 생긴 댕댕이 햇살 남주가 달라붙지 않나.

“엄마 해 줘.”
“전 남자입니다만.”
엄마가 된 미청년 보호자(성별:남자)가 생기지 않나.

“안녕, 따님.”
죽기 전엔 볼 수 없을 것 같은 아빠까지 나타났다.

게다가.

“오늘부터 네 아빠는 나다.”
내 아빠를 노리는 수상한 인간까지.

엑스트라 주제에 왜 이런 과분한 상황에 처하게 된 거지?
나, 과연 건강해질 수는 있는 건가?"
W032,32,아기는 악당을 키운다,리샤,Completed (완결),2026. 04. 22,Kakaopage,Montly Ranking,"세 번의 회귀. 4회차 인생.
운명의 아이로 선택되어 자랐으나 진짜 운명의 아이가 차원이동하여 나타나 그 아이를 위해 희생되는 삶이 반복된다.
‘이 나라는 노답이야. 망명하자.’
망명 자금을 벌기 위해 입양되기를 택한 르블레인. 거기까진 좋았는데 입양된 곳이 하필이면 악당 가문이었다.
망명하기 전까지 편히 살기 위해 저 악당들을 꼬셔보려고 했는데…….

“내 딸이 세상에서 제일 귀여워.”
“그 건물을 줘. 내 동생의 화장실로 쓰면 되겠군.”
“괜찮아. 르블레인이 때리지 말라고 했지, 죽이지 말라곤 안 했잖아.”
“누구야, 누가 내 동생을 울렸어어억!”

‘……망한 것 같아요. 어쩌죠?’

*

“마음에 안 든다고 사람을 매장시키거나, 죽이면 안 돼요.”
내가 눈썹을 늘어뜨리며 말했는데도 가족들은 조용했다.
‘그렇다면 어쩔 수 없지.’
나는 가늘게 좁힌 눈으로 가족들을 돌아보며 비장하게 말했다.
“이불 차고 잘 거야.”
“잘못했어, 꼬맹아!”
“미안해!”
“안 죽이마!”
좋아."
W033,33,릴리에타의 귀환,은소로,Still on (연재),2026. 04. 22,Kakaopage,Montly Ranking,"“나는 너 없으면 못 살아.”
공작가의 막내딸, 릴리에타가 사라진 지 10년째.
10년 내내 그녀를 찾던 가족들이
결국 포기하고 빈 관으로 장례식을 치른 직후.

“이 치렁치렁한 옷은 뭐야. 어떤 변태 자식 짓이지?”

사라진 세월만큼 자란 스무 살의 릴리에타가 돌아왔다.

“다시 한번 말하지만 나는 네 여동생이 아니야.
무슨 이유에선지 네 여동생 몸에 들어오게 된 다른 사람이지.”

자신이 릴리에타였다는 기억을 완전히 잊어버린,
‘리타 파스칼’이 되어서.

* * *

리타는 고아였다.
돌아갈 집도 사랑할 가족도 없었지만
함께 마수와 싸우며 서로 의지하는 전우들이 있었다.

“누님이 가르쳤잖아요. 이제 실수 안 해요.”
“언니 말 귓등으로도 안 듣더니 끝내 사람 미치게 하네?”
“망할, 내가 어떻게 널 포기해.”
“우리 후배님은 후배님이 없는 곳이 어떤 느낌인지 모르지?”
“네가 정해. 나는 네 칼이잖아.”

...

“아직도 몰라, 리타?”
“나는 너 없으면 못 살아.”

마수 따위 없는 평화로운 세계.
공작가 막내딸이라는 신분으로 귀환하면서
동료들과는 영원히 이별하게 된 줄 알았는데.

“우리는 줄곧 너를 기다렸어.”
“기다리다 정신이 나가는 줄 알았지.”

그들이 그녀보다 먼저 이 세계에 귀환해 있었다!"
W034,34,부활한 악녀를 찾지 마세요,딸기모카,Completed (완결),2026. 04. 22,Kakaopage,Montly Ranking,"“끝으로 남길 말이 있습니까?”
“……신이시여, 불쌍히 여기소서.”

나는 믿었던 이들에게 배신당했고, 결국 참수 당해 죽었다.
그런데 신탁과 함께 세상이 뒤집혔다.

《악이 창궐하여 너희에게 부활자를 내리니 강건히 맞서라.》

신이시여.
쟤들을 불쌍히 여기시라고 했지, 저를 부활시켜달라고 한 적은 없는데요.
쟤네 그냥 망하게 두면 안 되나요?

#후회물 #무심녀 #능력녀 #걸크러시 #부활 #사이다물 #가상시대 #로맨스판타지"
W035,35,남주가 돈으로 나를 조련한다,미래나비,Completed (완결),2026. 04. 22,Kakaopage,Montly Ranking,"다시 태어나니 예전에 읽었던 소설 속 여주에 빙의했다.
그런에 이 작품, 여주가 구르고 구르고 또 구르는 걸로 어마어마하게 유명한 피폐물인데.
그런 삶을 사는 것만큼은 사절이었다. 주인공의 삶이라니! 남의 인생이어야 재밌는 거지, 내 인생이라고?
특히 여주가 구르게 되는 가장 큰 계기는 어린 시절 남주와 엮이면서였는데…!
사랑이 뭐라고, 남주와의 정을 외면하지 못해 온갖 가시밭길에 발을 들이고 마지막 세 편과 외전 몇 편 정도나 행복한 그런 삶을 택하다니.
그래서 나는 힘내서 여주의 삶이 아니라, 평범한 시골 귀족의 삶을 살기로 결심했다.
그랬더니….
열여덟 살, 데뷔탕트 무도회를 치러야 하는 해, 집이 폭삭 망하고 말았다.
‘왜?’
어이없는 상황 속에서 주저앉을 수만은 없지!
집안 빚도 갚고, 또 내 평온하고 행복한 삶도 영위해야 하니까.
근데 하필 내가 할 수 있는 가장 급여 좋은 일이 ‘남주’의 보좌관 일이었다.
정말 엮이고 싶지 않았지만 먹고 살려면 어쩔 수 없는 법, 나는 꾹 참고 남주의 보좌관이 되었다.
그런데, 여주에게는 그렇게 지고지순하더니….
상사로서는 완전 악덕이잖아?!
빚만 다 갚으면 당장 시골로 돌아가 안빈낙도하는 삶을 살고 만다.

그런데 이 남주.

“수당 3배, 그대에게 안기는 것 모두 그대의 것.”

돈으로 날 유혹하는 것도 모자라.

“안 돼, 그대는 내 약혼자잖아.”

계약으로 한 약혼이면서 나를 도무지 놓아줄 생각을 하지 않는다.
나는 정말로 주인공 파업하고 싶다고!"
W036,36,몰락 교단의 천재 조향사,프리드리히,Still on (연재),2026. 04. 22,Kakaopage,Montly Ranking,"오만한 천재 조향사 프림.
소꿉친구를 잃고 스스로 목숨을 버리려다 몰락한 신 바린에 의해 회귀하게 된다.
그리고 숨 돌릴 새도 없이 주어진 신의 미션!

— 네가 이 땅 최고의 조향사가 되어서 다시 내게 최고의 향기를 바치지 않으면, 이 회귀는 없던 일, 무효, 회귀의 회귀가 벌어진단다.

이제껏 존재한 적 없는 최고의 향을 만들지 않으면 회귀가 취소된다고?
소꿉친구도 구하고 몰락한 신의 교단까지 일으켜야 하는데 
이놈의 신은 뭐 이리 바라는 것도 많담?

— 이 바린의 신자가 일 등으로 합격하는 모습을 꼭 보고 싶구나! 

그런데 너무 노력했나?

“아아아! 성자시여!” 

사람들이 나를 성자라고 부르기 시작했다."
W037,37,"막내 공녀의 총애를 독차지했더니, 모두 내게 집착한다",희윤,Completed (완결),2026. 04. 22,Kakaopage,Montly Ranking,"정보 길드의 일급 요원으로 임무를 수행하던 중 검에 가슴이 꿰뚫렸다.
영락없이 죽었다고 생각했는데…….
8살, 지옥 같던 보육원 시절로 돌아왔다?!

“안농, 난 다나야!”

마침, 내 앞에 나타난 엘라드 공작가의 막내 공녀 다이애나.
지난 생의 후회를 반복하지 않기 위해 다이애나를 보살핀 나는 엘라드 공작에게 고이 따님을 보내 드리려 했는데…… 너무 잘해 줬나?

“온니, 예뻐! 내 공쥬님! 내가 지켜 주꺼야!”

내게서 한시도 떨어지지 않으려는 다이애나와

“너에게 나는 그리도 의지가 되지 않는 어른인 것이냐?”
“내가 분명 남자는 외모가 전부가 아니라고 신신당부했는데!”

가족 외엔 무관심하다는 엘라드 공작과 둘째 공자는 물론

“허락 없이 내 곁을 떠나지 말라고 했잖아.”

냉철하기로 유명한 첫째 공자마저 이상하다!

다이애나의 총애를 독차지했더니,
왜 모두 내게 집착하는 거죠?


#회귀 #육아물 #성장물 #능력여주 #자낮여주 #다정남 #집착남"
W038,38,금발의 정령사 [개정판],글비,Still on (연재),2026. 04. 22,Kakaopage,Montly Ranking,"눈 떠보니 천재들만 다닌 다는 ‘왕립 드리케 아카데미’
귀족의 딸로 환생했다.
어차피 환생한 거 편하게 살고 싶은데 왜!!!

선생님. 제 적성은 아무것도 안 하고 누워서 뒹굴거리는 데 있다구요.

또다시 공부에 치일 수는 없지!
정령이라면…… 숨 쉬듯 마법을 쓰는 정령이라면.
나는 마나만 모으면 되는 거지. 마법은 정령이 쓸 테니까! 그러면 공부 안 해도 되잖아?
얼른 정령사가 되어 하루빨리 놀고먹을 것이다!"
W039,39,빙의자를 위한 특혜,이린비,Completed (완결),2026. 04. 22,Kakaopage,Montly Ranking,"대국민 빙의 유행 시대.
뽀짝한 육아물 여주로 태어나 어화둥둥 사랑만 받고 싶었건만.
기피대상 1호! 고구마물 부동의 1위! <세구회>라는 무한회귀물에 빙의했다.

가뜩이나 생존 난이도 S급에서 곧 망할 백작가 영애도 아닌
사용인의 어린 딸이라는 엑스트라, 아일렛이 되었으나.

모자라지만 착한 오빠와 아빠라는 화목한 울타리에,
살기 바빠 만들어본 적 없던 취향 꼭 맞는 절친도 생겼고,
대놓고 편애하는 빙의관리국 신들까지 의외로 든든한 삶이네?

거기에 사망 직전 우연히 들어둔 '빙의생명보험' 패키지로
초고속 성장까지 이루며 열심히 원작을 파괴해나갔다.

그렇게 남부럽지 않은 특혜를 듬뿍 받으며 고구마밭에 사이다 주러 왔는데.  

""너 흙 묻은 손으로 얼굴 닦았어.""
""…….""
""놀라지 마. 친절해야 할 의무가 있어서 그래.""

아직은 잘생긴 새싹고구마에 불과한 남주, 테실리드.
얘 왜 나한텐 내숭 안 떠는 거야?"
W040,40,검을 든 꽃,은소로,Completed (완결),2026. 04. 22,Kakaopage,Montly Ranking,"에키네시아 로아즈는 평범한 백작영애였다. 
마검에 조종당해 소중한 사람들을 모조리 죽이는 잔인한 운명을 겪기 전까지. 

[두 번의 기적은 없을 것이다. 그러니 최선을 다해 행복해져 보거라]

그녀는 스스로의 운명을 바꾸기 위해 시간을 되돌렸다. 
하지만 문제의 원흉은 사라지지 않았고, 그녀는 여전히 과거로부터 자유롭지 않다.  

“저는 단장님과 말을 나눈 적도 없는데, 어떻게 저를 아셨나요? 제가……무언가 실례를 했던가요?”
“그런 일은 없었다. 그저, 그대가 눈에 띄었을 뿐.”
“눈에 띄었다고요? 제 머리카락 때문인가요?”
“……아니, 개인적인 관심이었다.”

과거의 실마리를 쥐고 있는 남자와 과거를 지우고 싶은 여자. 
그녀는 정해진 운명을 딛고 행복해질 수 있을까? 
존재하지 않는 과거를 간직한 남녀의 회귀 로맨스판타지, 검을 든 꽃."
W041,41,점괘보는 공녀님,사이딘,Completed (완결),2026. 04. 22,Kakaopage,Montly Ranking,"귀신 보는 능력을 가진 탑배우 이시아.
사고 후 ‘카밀라 소르펠’의 몸에서 눈을 뜬다.

문제는 말이지.

“아, 아버지! 살려 주세요!”

이 여자의 끝이 매번 죽음이라는 것!

목숨줄 늘리는 게 우선이니, 일단 여기 터줏대감 귀신들과 대화부터 좀 해 볼까?


“곧 이혼하시겠네.”
“…뭐라?”

흥얼거리듯 내뱉은 한마디에 회의장 안의 분위기가 다시 싸해지고.

“지금 뭐라고 지껄……!”
“부하의 아내라.”

이어진 말에 상대의 얼굴에 당혹감이 그대로 드러났다.

“그것도 가장 아끼는 부하의 아내군요.”
“무, 무슨……!”


“내 소문 들은 적 없어?”

카밀라가 빙그레 웃으며 한 걸음 더 다가갔다.

“소르펠 가문의 공녀가 점괘 좀 본다는 말.”"
W042,42,미쳐버린 로제타,재가인,Still on (연재),2026. 04. 22,Kakaopage,Montly Ranking,"여동생과 남편의 불륜 사실을 알아챈 날, 그들에게 독살당했다.

“근데 자기야, 나가기도 전에 죽을 것 같은데. 내가 좀 도와줄까?”

나를 비참하게 만든 자들에게 실컷 저주를 퍼붓던 그때, 웬 경박한 귀신이 나타났다.
복수를 도와줄 테니 원한을 풀어달라나 뭐라나.
일단 살고 싶어 수락했는데, 다시 눈을 뜨니 3년 전이었다.

아버지를 죽인 새엄마도, 나를 미친 공녀로 불리게 만든 의붓여동생도, 불륜을 저지른 내 남편도!
이렇게 된 거, 싹 다 족치고 말겠다!

* * *

“헉, 허억…….”

이제는 떨림조차 없는 남편의 품에 머리를 뉘어봐도 그는 움직이지 않았다.
드디어 죽였다. 거짓된 사랑을 고하던 그이를.

“네게는 잘 가라는 인사조차 아깝겠지.”

환희인지 두려움인지 모를 떨림 속에서, 나는 남편의 마지막을 장식해 줄 칼을 빼 들었다.
날 선 단도가 그의 심장을 꿰뚫으려던 그 순간,

“아아, 아하하! 드디어……!”

분명 죽었어야 할 그가 눈을 번쩍 떴다.
경박할 정도로 환희에 가득 찬 웃음소리는 소름 끼치도록 익숙한 자의 것이었다.

“안녕, 달링.”

남편을 죽였더니, 그 몸을 귀신이 차지했다."
W043,43,흑표 가문의 설표 아기님,김노랑,Completed (완결),2026. 04. 22,Kakaopage,Montly Ranking,"잡종으로 태어나 외할아버지에게 학대당하다가 죽었다.
내가 가문의 이능을 발현하지 못한 쓸모없는 아이였기 때문에.
    
기억을 가진 채 과거로 돌아왔지만, 선택지는 과거와 그리 다르지 않았다.
이대로 살다가 전생과 똑같이 학대당해 죽거나, 나를 끔찍하게 싫어하는 아빠를 찾아가거나.
    
'다시 죽는 건 싫어.'
    
결국 나는 나를 끔찍하게 증오한다는 아빠를 찾아갔다.
흑표 가문의 딸이라는 걸 증명할 수 있는 로켓 하나를 손에 꼭 쥐고서.
    
""제가……, 제가 여기서 지낼 수 있게 해 주세요.""
    
내가 요청한 건 성년이 될 때까지의 보호.
혼자 살 수 있는 나이가 되면 폐 끼치지 않고 나가서 살 생각이었다.
나는 아무짝에도 쓸모없는 아이였으니까.
    
그런데…….
    
""사랑하는 내 딸, 너를 건드리는 놈이 있다면 당장 그놈의 숨통을 끊어 버릴 거다.""
    
나를 싫어하는 줄 알았던 아빠는 내게 너무 상냥하고,
    
""야, 페르디. 너 자꾸 티엘 번쩍번쩍 안지 말라고. 요맘때 여자애들은 아주 섬세하게 대해 줘야 한다고 했단 말이야.""
""그 멍청한 이론은 또 어디서 배웠어? 티엘은 안아 주는 걸 좋아해.""
    
무섭다고 생각했던 두 오라버니들은 나를 너무 좋아하는 데다.
    
""티엘, 네게 이 흑표 가문의 가주직을 넘길 생각이다.""
    
친할아버지는 갑자기 내게 가주직을 넘긴다고 한다.
    
저기…… 다들 저 싫어하시는 거 아니었어요?"
W044,44,nnn살 차이는 궁합도 안 본다는데,이낙낙,Still on (연재),2026. 04. 22,Kakaopage,Montly Ranking,"바르디아 왕국 건국 초.
이세르나 아이르바인은 원정대를 이끌고 악마들의 영역 ‘검은 틈’을 정복한다.
수년 간의 전쟁에 승리한 후, 귀환 마법을 사용한 그녀가 도착한 곳은 무려 300년 후의 세상이었다.

“뭐지, 넌. 여기엔 어떻게 들어온 거지?”

제 몸 위로 뚝 떨어진 그녀를 오해하여 청혼까지 한 남자의 이름은 엘하르트.
적국 황궁에 볼모로 잡혀 있는 바르디아의 폐태자였다.

힘들게 건국한 나라는 벌써 멸망 직전에 
친우이자 건국왕 미하일의 얼굴을 한 적국 황태자 아우리엘까지 그녀를 혼란스럽게 한다.

일단 망해가는 나라를 살려 원정대와 그 후손들에게 주어질 보상을 뜯어내야 했다.

변절자와 매국노들은 당연히 혹독한 대가를 치르게 하고.
그 와중에 엘하르트는 쉴 새 없이 그녀의 마음을 흔들어 놓는데.

“내 이상형은 연상이었던 것 같다. 아마도 300살쯤.”

처음에는 협력이었고,
나중에는 ‘연습’이었으며,
마침내는… 서로의 삶이 된다.

300년의 시간을 넘어 돌아온 기사단장과 왕이 될 운명을 지닌 남자.
멸망 직전의 왕국을 되찾기 위한 가장 위험한 연합이 시작된다."
W045,45,돌팔이 공녀님,도하민,Still on (연재),2026. 04. 22,Kakaopage,Montly Ranking,"우연한 계기로 전생의 기억을 떠올렸다.
전생에선 의사였다.
열심히 일만 하다, 생전 처음 보는 사람 손에 억울하게 죽은 의사.

하지만 그런 경험은 약방 하녀에 불과한 내겐 아무짝에도 쓸모가 없다.
이 세계의 의료 수준은 처참하기 그지없고, 
의사라는 직업에 대한 인식조차 바닥이기 때문이다.

'일단 여기서 탈출하자.'

그렇게 전생과는 전혀 다른 삶을 살겠다고 다짐했는데,
정신을 차려 보니 어느새 그토록 혐오하던 ‘돌팔이’가 되어 있었다.

“아저씨, 그거 그렇게 하는 거 아니라고오!”

그저 눈앞의 환자 한 명만 살려 보자고 시작한 일이었을 뿐인데
어느새 제국 전체의 의료 체계를 뒤흔들어 버렸다.

무지와 편견이 지배하는 세계에서
전생의 의술로 의료 혁명을 일으키게 된 약방 하녀 르테미아의 이야기.

#이세계에서나혼자천재명의 #능력녀"
W046,46,다시 태어난다면 너랑은 결혼 안 해,베킷,Still on (연재),2026. 04. 22,Kakaopage,Montly Ranking,"저주받았다며 핍박받던 황자를 황제로 만들어 결혼했는데,
하필 남편의 장르가 로맨스가 아니라 정쟁물이다.

“제국 일 네가 다 해?”

……거의 다 쟤가 하긴 하더라.

성실하고 모범적인 남편이면 뭐하나, 바쁜 남자는 나쁜 남자다.

오늘도 일 때문에 결혼기념일을 잊은 남편을 원망하며 깡와인을 깠는데 눈떠 보니 6살 어린이로 회귀했다.

“기왕 돌아온 거, 이번 생에는 무조건 아내 바보 공처가 타입의 남자를 데릴사위로 들이고 말겠어.”

그러나 회귀를 한 게 나 혼자가 아니다?

어라? 레온하르트, 너도?

“응, 나도.”

동반 회귀라니!
……아니야, 차라리 잘됐어.
그러면 이번 생은 둘 다 사랑하는 사람과 결혼해 볼까."
W047,47,마론 후작,자야,Completed (완결),2026. 04. 22,Kakaopage,Montly Ranking,"하필이면 곧 죽을 운명인 희대의 악녀,
헤일리의 몸에 빙의했다.

그나마 다행이라는 점은 죽기까지 1년이 남았다는 점이지만
안심할 틈도 없이 협곡 아래 오염된 지역에 버려지고 말았다.

'명색이 빙의자인데!'

하지만 죽으라는 법은 없었는지

“알겠냐? 이미 지나간 과거에 집착해서 
화를 내다보면 내일의 일을 그르치게 되어 있어. 
이게 다 옛 성현들이 남겨 주신 지혜지.”

1년 후. 난 멀쩡히 살아서 농사를 짓고 있다.

* * *

사실 평범한(?) 악녀인 줄 알았던 헤일리는 천재였다
마기도 다스릴 줄 알고
좀비가 된 사람을 정화할 줄도 알았다.

낭비하기엔 아까운 재능이라 조금 열심히 살았더니

“당신이 가진 거 다 사면 얼마야?”
“예, 예? 살려 주십쇼.”

그 사이에 '악마 후작'이라는 별명도 붙고
나를 물가에 내놓은 어린애 보듯 하는 떨거지들도 생겼다.

“전 안 나갑니다!”
“왜! 도대체 왜!”
“영주님 땅에서 빌붙어 살려고요!”

악마 후작이라며! 근데 왜 날 안 무서워해!

억울한 빙의자 헤일리가 마론 영지를 발전시키고
님도 보고 뽕도 따는 힐링 농사 로맨스판타지 소설 <마론 후작>
+끝도 없이 밀려드는 남주 후보 주의"
